TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-02 14:55:05,1770044105394,agencia-crm-saas.vercel.app/api/cron/email-sync,GET,secret=aurie-maquina-2026,200,9dd7g-1770044105394-aada03d4b58c,Mozilla/4.0 (compatible; cron-job.org; http://cron-job.org/abuse/),,production,main,MISS,function,/api/cron/email-sync,agencia-crm-saas.vercel.app,agencia-crm-saas.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,11784,iad1,352,2048,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,01KGFDK90JYT7B2MT241VMF2A6,2WgVgWomZplT,1
2026-02-02 14:51:44,1770043904025,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/_next/static/chunks/5586-26e3d2844610d66d.js,GET,,401,vttb4-1770043904025-8a465a6a620f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,,static,/_next/static/chunks/5586-26e3d2844610d66d.js,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903424,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=9c17x,200,bjt44-1770043903424-7403dcf2b5b5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/index.segments/__PAGE__.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,85,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903411,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=m8m8p,200,cbsb6-1770043903411-5288e50e20e3,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/index.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,15,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903303,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=jpp6l,200,skj9p-1770043903303-f6c85cb716ff,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/forgot-password.segments/!KGF1dGgp/forgot-password/__PAGE__.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,314,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903266,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=1iaoq,200,fdrmm-1770043903266-a94958507500,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/forgot-password.segments/!KGF1dGgp/forgot-password.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,160,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903229,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=m8m8p,200,tthz8-1770043903229-0f1f0669ec44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/forgot-password.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,250,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903222,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=8akuh,200,sx8rn-1770043903222-fdfdf96ca053,vercel-screenshot/1.0,,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup/__PAGE__.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,188,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903219,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=1iaoq,200,bjt44-1770043903219-59504497c37e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/forgot-password.segments/!KGF1dGgp/forgot-password.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,197,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903218,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=m8m8p,200,5528s-1770043903218-1c3a4e5ca164,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/forgot-password.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,270,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903208,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=8akuh,200,2z7w8-1770043903208-3667055d7a04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup/__PAGE__.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,192,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903186,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=6qa0m,200,zg6bf-1770043903186-552c5b51de77,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,104,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903186,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=8akuh,200,6sc6f-1770043903186-da0ef9ea213a,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup/__PAGE__.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,197,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903154,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=m8m8p,200,46sml-1770043903154-fcd4906929ad,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,90,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903148,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=4c4j4,200,phs7g-1770043903148-630e4c78e9c5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/index.segments/_index.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,12,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903135,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=m8m8p,200,46sml-1770043903135-7ce1f99feaef,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/index.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,13,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903110,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=17yrj,200,z6mhz-1770043903110-04bb5ba5ea28,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,4,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903110,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=17yrj,200,wdnz9-1770043903110-a7d1ec135dcd,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/signup.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,10,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903013,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=6qa0m,200,5528s-1770043903013-358093f912fc,vercel-screenshot/1.0,,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,278,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:43,1770043903012,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=12sxf,200,dj2kf-1770043903012-67784e236aa7,vercel-screenshot/1.0,,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,178,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902987,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=12sxf,200,vv5c9-1770043902987-006312013ef6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,196,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902987,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=6qa0m,200,skj9p-1770043902987-31a05226b836,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/!KGF1dGgp/signup.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,302,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902987,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=4c4j4,200,phs7g-1770043902987-e7470c931e19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/_index.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,216,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902987,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=m8m8p,200,7spx2-1770043902987-68d32c2caca9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,PRERENDER,static,/signup.segments/_head.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,202,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902941,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=17yrj,200,nkfx7-1770043902941-7e1f22e2e827,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/index.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,7,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902940,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=17yrj,200,skj9p-1770043902940-f1c55bd702c2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,HIT,static,/forgot-password.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,16,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902928,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/icon.png,GET,b4076698f618dbc1,200,tqhgt-1770043902928-1868b8e38b8b,vercel-screenshot/1.0,,production,main,PRERENDER,static,/icon.png,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,118,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902928,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=17yrj,200,tm772-1770043902928-ab7e50a60ed2,vercel-screenshot/1.0,,production,main,HIT,static,/index.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,21,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902927,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=17yrj,200,dj2kf-1770043902927-f530de43dfba,vercel-screenshot/1.0,,production,main,HIT,static,/forgot-password.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,7,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902926,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=17yrj,200,5528s-1770043902926-de0413122025,vercel-screenshot/1.0,,production,main,HIT,static,/signup.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,7,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902811,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/,GET,_rsc=4c4j4,200,2psgr-1770043902811-7d6e301cf100,vercel-screenshot/1.0,,production,main,PRERENDER,static,/index.segments/_index.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,94,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902744,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/icon.png,GET,b4076698f618dbc1,200,8np9s-1770043902744-319c41574be5,vercel-screenshot/1.0,,production,main,PRERENDER,static,/icon.png,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,198,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902708,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/signup,GET,_rsc=17yrj,200,tc9l8-1770043902708-a56d2df25702,vercel-screenshot/1.0,,production,main,PRERENDER,static,/signup.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,196,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
2026-02-02 14:51:42,1770043902708,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app/forgot-password,GET,_rsc=17yrj,200,f4mc2-1770043902708-bd1a06ec00ab,vercel-screenshot/1.0,,production,main,PRERENDER,static,/forgot-password.segments/_tree.segment,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,agencia-crm-saas-3x1bl5qug-flipols-projects.vercel.app,dpl_95inDkQXXnAo7bFBw594YCB4dqte,182,sfo1,,,,prj_4lWcEkMJHXTC1JI2aKjee3xfrJyQ,,,,,
